rank,company,ticker,cik,fiscal_year,executive_name,title,salary,bonus,stock_awards,option_awards,non_equity_incentive,pension_change,other_comp,total_comp
12,Microsoft Corp.,MSFT,0000789019,2023,Judson B. Althoff Executive Vice President and CEO Microsoft Commercial,,"960,000.00",0.00,0.00,0.00,"12,848,921.00",0.00,"2,243,520.00","152,277.00"
12,Microsoft Corp.,MSFT,0000789019,2025,Takeshi Numoto Executive Vice President and,Chief Marketing Officer,"800,000.00",0.00,0.00,0.00,"9,005,380.00",0.00,"2,056,000.00","15,250.00"
12,Microsoft Corp.,MSFT,0000789019,2025,Bradford L. Smith Vice Chair and President,,"1,000,000.00",0.00,0.00,0.00,"23,734,545.00",0.00,"3,421,000.00","111,750.00"
12,Microsoft Corp.,MSFT,0000789019,2024,Bradford L. Smith Vice Chair and President,,"1,000,000.00",0.00,0.00,0.00,"18,684,175.00",0.00,"3,642,750.00","112,868.00"
12,Microsoft Corp.,MSFT,0000789019,2023,Bradford L. Smith Vice Chair and President,,"1,000,000.00",0.00,0.00,0.00,"14,524,413.00",0.00,"2,378,500.00","212,777.00"
13,Cigna Group,CI,0001739940,2024,David M. Cordani Chairman and Chief Executive Officer,,"1,573,077.00",0.00,"15,214,154.00","3,340,009.00","2,720,000.00","31,059.00","372,797.00","23,251,096.00"
13,Cigna Group,CI,0001739940,2023,David M. Cordani Chairman and Chief Executive Officer,,"1,500,000.00",0.00,"12,656,213.00","3,200,020.00","3,300,000.00","80,585.00","310,437.00","21,047,255.00"
13,Cigna Group,CI,0001739940,2022,David M. Cordani Chairman and Chief Executive Officer,,"1,500,000.00",0.00,"12,644,278.00","2,900,029.00","3,600,000.00",0.00,"321,197.00","20,965,504.00"
13,Cigna Group,CI,0001739940,2024,"Brian C. Evanko Executive Vice President, Chief Financial Officer, The Cigna Group, and President and Chief Executive Officer, Cigna Healthcare(1)",,"994,231.00",0.00,"5,813,611.00","1,725,052.00","1,700,000.00",0.00,"51,738.00","10,284,632.00"
13,Cigna Group,CI,0001739940,2023,"Brian C. Evanko Executive Vice President, Chief Financial Officer, The Cigna Group, and President and Chief Executive Officer, Cigna Healthcare(1)",,"923,077.00",0.00,"3,852,298.00","1,296,909.00","1,650,000.00","15,415.00","57,158.00","7,794,857.00"
13,Cigna Group,CI,0001739940,2022,"Brian C. Evanko Executive Vice President, Chief Financial Officer, The Cigna Group, and President and Chief Executive Officer, Cigna Healthcare(1)",,"836,731.00",0.00,"3,493,584.00","1,078,170.00","1,500,000.00",0.00,"57,196.00","6,965,681.00"
13,Cigna Group,CI,0001739940,2024,"Noelle K. Eder Executive Vice President, Global Chief Information Officer",,"868,269.00",0.00,"3,012,429.00","893,791.00","972,000.00",0.00,"41,974.00","5,788,463.00"
13,Cigna Group,CI,0001739940,2023,"Noelle K. Eder Executive Vice President, Global Chief Information Officer",,"770,961.00",0.00,"2,497,811.00","840,982.00","1,125,000.00",0.00,"36,380.00","5,271,134.00"
13,Cigna Group,CI,0001739940,2022,"Noelle K. Eder Executive Vice President, Global Chief Information Officer",,"718,366.00",0.00,"2,316,966.00","715,034.00","840,000.00",0.00,"34,619.00","4,624,985.00"
13,Cigna Group,CI,0001739940,2024,"Nicole S. Jones Executive Vice President, Chief Administrative Officer, andGeneral Counsel",,"868,269.00",0.00,"3,012,429.00","893,791.00","972,000.00","1,049.00","40,624.00","5,788,162.00"
13,Cigna Group,CI,0001739940,2023,"Nicole S. Jones Executive Vice President, Chief Administrative Officer, andGeneral Counsel",,"807,116.00",0.00,"2,476,811.00","833,807.00","1,035,000.00","9,473.00","47,809.00","5,210,016.00"
13,Cigna Group,CI,0001739940,2022,"Nicole S. Jones Executive Vice President, Chief Administrative Officer, andGeneral Counsel",,"768,366.00",0.00,"2,583,969.00","797,503.00","1,020,000.00",0.00,"62,909.00","5,232,747.00"
13,Cigna Group,CI,0001739940,2024,"Eric P. Palmer Executive Vice President, Enterprise Strategy, The Cigna Group, and President and Chief Executive Officer, Evernorth Health Services(1)",,"1,000,000.00",0.00,"5,813,611.00","1,725,052.00","1,840,000.00",0.00,"51,825.00","10,430,488.00"
13,Cigna Group,CI,0001739940,2023,"Eric P. Palmer Executive Vice President, Enterprise Strategy, The Cigna Group, and President and Chief Executive Officer, Evernorth Health Services(1)",,"1,000,000.00",0.00,"4,640,956.00","1,562,541.00","1,650,000.00","16,976.00","58,838.00","8,929,311.00"
13,Cigna Group,CI,0001739940,2022,"Eric P. Palmer Executive Vice President, Enterprise Strategy, The Cigna Group, and President and Chief Executive Officer, Evernorth Health Services(1)",,"986,731.00",0.00,"4,556,446.00","1,406,274.00","1,562,500.00",0.00,"50,842.00","8,562,793.00"
14,Cardinal Health Inc.,CAH,0000721371,2025,Jason M. Hollar,,"1,492,329.00",0.00,0.00,0.00,"13,431,441.00",0.00,"3,551,742.00","500,683.00"
14,Cardinal Health Inc.,CAH,0000721371,2024,Chief Executive Officer,,"1,434,153.00",0.00,0.00,0.00,"20,640,912.00",0.00,"3,112,112.00","464,032.00"
14,Cardinal Health Inc.,CAH,0000721371,2023,Chief Executive Officer,,"1,245,534.00",0.00,0.00,0.00,"14,828,888.00",0.00,"2,383,757.00","328,288.00"
14,Cardinal Health Inc.,CAH,0000721371,2025,Aaron E. Alt,,"871,164.00",0.00,0.00,0.00,"3,977,813.00",0.00,"1,303,262.00","57,796.00"
14,Cardinal Health Inc.,CAH,0000721371,2024,Chief Financial Officer,,"846,038.00",0.00,0.00,0.00,"4,824,118.00",0.00,"1,153,996.00","18,749.00"
14,Cardinal Health Inc.,CAH,0000721371,2023,Chief Financial Officer,,"375,205.00",0.00,"1,000,000.00",0.00,"3,815,637.00",0.00,"544,798.00","265,008.00"
14,Cardinal Health Inc.,CAH,0000721371,2025,Stephen M. Mason,,"741,932.00",0.00,0.00,0.00,"3,357,917.00",0.00,"593,545.00","51,650.00"
14,Cardinal Health Inc.,CAH,0000721371,2024,"Chief Executive Officer, Global Medical Products and Distribution Segment",,"721,038.00",0.00,0.00,0.00,"5,973,322.00",0.00,"627,303.00","16,150.00"
14,Cardinal Health Inc.,CAH,0000721371,2023,"Chief Executive Officer, Global Medical Products and Distribution Segment",,"695,959.00",0.00,0.00,0.00,"3,184,155.00",0.00,"521,969.00","20,735.00"
14,Cardinal Health Inc.,CAH,0000721371,2025,Deborah L. Weitzman,,"741,932.00",0.00,0.00,0.00,"3,771,217.00",0.00,"964,511.00","30,197.00"
14,Cardinal Health Inc.,CAH,0000721371,2024,"Chief Executive Officer, Pharmaceutical and Specialty Solutions Segment",,"709,153.00",0.00,0.00,0.00,"3,598,977.00",0.00,"758,794.00","21,923.00"
14,Cardinal Health Inc.,CAH,0000721371,2023,"Chief Executive Officer, Pharmaceutical and Specialty Solutions Segment",,"606,139.00",0.00,0.00,0.00,"2,672,523.00",0.00,"773,979.00","19,020.00"
14,Cardinal Health Inc.,CAH,0000721371,2025,Jessica L. Mayer,,"716,932.00",0.00,0.00,0.00,"3,202,943.00",0.00,"975,027.00","30,450.00"
14,Cardinal Health Inc.,CAH,0000721371,2024,Chief Legal and Compliance Officer,,"696,038.00",0.00,0.00,0.00,"3,084,840.00",0.00,"863,087.00","13,800.00"
14,Cardinal Health Inc.,CAH,0000721371,2023,Chief Legal and Compliance Officer,,"666,918.00",0.00,0.00,0.00,"2,918,878.00",0.00,"800,302.00","13,815.00"
15,Chevron Corp.,CVX,0000093410,2024,M.K. Wirth Chairman and Chief Executive Officer,,0.00,"1,889,583.00",0.00,"14,283,545.00",0.00,"4,373,800.00",0.00,"3,621,000.00"
15,Chevron Corp.,CVX,0000093410,2023,M.K. Wirth Chairman and Chief Executive Officer,,0.00,"1,818,750.00",0.00,"13,669,951.00",0.00,"4,252,096.00",0.00,"2,610,000.00"
15,Chevron Corp.,CVX,0000093410,2022,M.K. Wirth Chairman and Chief Executive Officer,,0.00,"1,689,583.00",0.00,"12,909,537.00",0.00,"4,000,488.00",0.00,"4,500,000.00"
15,Chevron Corp.,CVX,0000093410,2024,E.P. Bonner Vice President and Chief Financial Officer(8),,0.00,"963,542.00",0.00,"3,498,434.00",0.00,"1,071,600.00",0.00,"1,210,000.00"
15,Chevron Corp.,CVX,0000093410,2024,M.A. Nelson Vice Chairman,,0.00,"1,259,375.00",0.00,"4,566,114.00",0.00,"1,398,400.00",0.00,"1,848,000.00"
15,Chevron Corp.,CVX,0000093410,2023,M.A. Nelson Vice Chairman,,0.00,"1,187,500.00",0.00,"4,433,692.00",0.00,"1,379,182.00",0.00,"1,436,400.00"
15,Chevron Corp.,CVX,0000093410,2022,M.A. Nelson Vice Chairman,,0.00,"1,039,583.00",0.00,"3,275,929.00",0.00,"1,015,436.00",0.00,"2,100,000.00"
15,Chevron Corp.,CVX,0000093410,2024,"A.N. Hearne Executive Vice President, Senior Advisor",,0.00,"1,069,792.00",0.00,"4,566,114.00",0.00,"1,398,400.00",0.00,"1,320,000.00"
15,Chevron Corp.,CVX,0000093410,2023,"A.N. Hearne Executive Vice President, Senior Advisor",,0.00,"1,039,583.00",0.00,"4,433,692.00",0.00,"1,379,182.00","1,017,450.00",0.00
15,Chevron Corp.,CVX,0000093410,2024,R.H. Pate Vice President and General Counsel,,0.00,"1,139,583.00",0.00,"3,498,434.00",0.00,"1,071,600.00",0.00,"1,463,000.00"
15,Chevron Corp.,CVX,0000093410,2023,R.H. Pate Vice President and General Counsel,,0.00,"1,084,375.00",0.00,"3,396,781.00",0.00,"1,053,860.00",0.00,"1,149,500.00"
15,Chevron Corp.,CVX,0000093410,2022,R.H. Pate Vice President and General Counsel,,0.00,"1,018,542.00",0.00,"3,275,929.00",0.00,"1,015,436.00",0.00,"1,680,000.00"
15,Chevron Corp.,CVX,0000093410,2024,P.R. Breber Former Vice President and Chief Financial Officer(8),,0.00,"348,884.00",0.00,0.00,0.00,0.00,"1,023,482.00",0.00
15,Chevron Corp.,CVX,0000093410,2023,P.R. Breber Former Vice President and Chief Financial Officer(8),,0.00,"1,134,375.00",0.00,"3,396,781.00",0.00,"1,053,860.00",0.00,"1,201,750.00"
15,Chevron Corp.,CVX,0000093410,2022,P.R. Breber Former Vice President and Chief Financial Officer(8),,0.00,"1,063,542.00",0.00,"3,275,929.00",0.00,"1,015,436.00",0.00,"1,820,000.00"
17,Kroger Co.,KR,0000056873,2024,W. Rodney McMullen Former Chairman and Chief Executive Officer,,"1,433,913.00",0.00,"10,600,023.00",0.00,"2,649,569.00",0.00,0.00,"206,800.00"
17,Kroger Co.,KR,0000056873,2023,W. Rodney McMullen Former Chairman and Chief Executive Officer,,"1,422,581.00",0.00,"10,000,038.00",0.00,"2,500,632.00",0.00,"672,560.00","193,388.00"
17,Kroger Co.,KR,0000056873,2022,W. Rodney McMullen Former Chairman and Chief Executive Officer,,"1,388,495.00",0.00,"10,367,639.00",0.00,"2,299,636.00",0.00,"4,130,769.00","175,750.00"
17,Kroger Co.,KR,0000056873,2024,Todd Foley,Senior Vice President and Interim Chief Financial Officer,"596,613.00",0.00,"600,000.00",0.00,"1,700,050.00",0.00,"299,965.00","759,767.00"
17,Kroger Co.,KR,0000056873,2024,Mary Ellen Adcock,Executive Vice President and Chief Merchant & Marketing,"856,400.00",0.00,"3,700,060.00",0.00,"899,842.00",0.00,"1,071,085.00","210,499.00"
17,Kroger Co.,KR,0000056873,2024,Yael Cosset,Executive Vice President and Chief Digital Officer,"932,784.00",0.00,"4,350,041.00",0.00,"899,860.00",0.00,"1,032,713.00","270,868.00"
17,Kroger Co.,KR,0000056873,2023,Yael Cosset,Executive Vice President and Chief Digital Officer,"880,376.00",0.00,"3,400,063.00",0.00,"850,220.00",0.00,"224,176.00","318,427.00"
17,Kroger Co.,KR,0000056873,2022,Yael Cosset,Executive Vice President and Chief Digital Officer,"809,879.00",0.00,"3,358,792.00",0.00,"749,879.00",0.00,"1,269,231.00","267,548.00"
17,Kroger Co.,KR,0000056873,2024,Timothy A. Massa,Executive Vice President and Associate Experience Officer,"924,191.00",0.00,"3,550,031.00",0.00,"699,883.00",0.00,"969,848.00","218,120.00"
17,Kroger Co.,KR,0000056873,2023,Timothy A. Massa,Executive Vice President and Associate Experience Officer,"905,780.00",0.00,"2,400,017.00",0.00,"600,162.00",0.00,"201,159.00","234,018.00"
17,Kroger Co.,KR,0000056873,2022,Timothy A. Massa,Executive Vice President and Associate Experience Officer,"839,113.00",0.00,"2,320,484.00",0.00,"499,919.00",0.00,"1,133,654.00","208,794.00"
17,Kroger Co.,KR,0000056873,2023,Gary Millerchip(6),Former Senior Vice President and Chief Financial Officer,"901,411.00",0.00,"3,400,063.00",0.00,"850,220.00",0.00,"224,176.00","313,928.00"
17,Kroger Co.,KR,0000056873,2022,Gary Millerchip(6),Former Senior Vice President and Chief Financial Officer,"809,879.00",0.00,"3,358,792.00",0.00,"749,879.00",0.00,"1,269,231.00","265,342.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2024,Stefano Pessina,,0.00,0.00,"7,733,836.00",0.00,0.00,0.00,"135,078.00","7,868,914.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2023,Executive Chairman,,0.00,0.00,"7,507,234.00",0.00,0.00,0.00,"66,726.00","7,573,960.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2022,Executive Chairman,,0.00,0.00,"7,894,869.00",0.00,0.00,0.00,"111,252.00","8,006,121.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2024,Timothy Wentworth,,"1,290,385.00",0.00,"11,600,744.00",0.00,0.00,0.00,"391,671.00","13,282,800.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2024,Manmohan Mahajan,,"697,000.00","1,800,000.00","2,914,313.00",0.00,0.00,0.00,"125,512.00","5,536,825.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2023,Global Chief,,"490,833.00","600,000.00","664,986.00",0.00,0.00,0.00,"70,289.00","1,826,108.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2024,Ornella Barra,,"1,027,590.00",0.00,"5,317,011.00",0.00,0.00,0.00,"472,095.00","6,816,696.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2023,Chief Operating,,"992,099.00",0.00,"3,989,920.00",0.00,0.00,0.00,"452,269.00","5,434,288.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2022,"Officer, International",,"1,056,231.00",0.00,"3,330,666.00","1,129,181.00","1,571,144.00",0.00,"484,512.00","7,571,734.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2024,Mary Langowski,,"432,373.00","2,000,000.00","4,164,307.00",0.00,0.00,0.00,"56,282.00","6,652,962.00"
18,Walgreens Boots Alliance Inc.,WBA,0001618921,2024,Ginger Graham,,"567,703.00","2,500,000.00",0.00,0.00,0.00,0.00,"74,005.00","3,141,708.00"
19,Bank of America Corp.,BAC,0000070858,2024,Brian T. Moynihan Chair and Chief Executive Officer,,"1,500,000.00",0.00,0.00,0.00,"25,720,414.00",0.00,0.00,"935,198.00"
19,Bank of America Corp.,BAC,0000070858,2023,Brian T. Moynihan Chair and Chief Executive Officer,,"1,500,000.00",0.00,0.00,0.00,"25,728,076.00",0.00,0.00,"955,726.00"
19,Bank of America Corp.,BAC,0000070858,2022,Brian T. Moynihan Chair and Chief Executive Officer,,"1,500,000.00",0.00,0.00,0.00,"27,629,501.00",0.00,0.00,"572,826.00"
19,Bank of America Corp.,BAC,0000070858,2024,Alastair M. Borthwick Chief Financial Officer,,"1,000,000.00",0.00,"4,350,000.00",0.00,"7,152,418.00",0.00,0.00,"2,917.00"
19,Bank of America Corp.,BAC,0000070858,2023,Alastair M. Borthwick Chief Financial Officer,,"1,000,000.00",0.00,"3,300,000.00",0.00,"4,939,890.00",0.00,0.00,"2,671.00"
19,Bank of America Corp.,BAC,0000070858,2022,Alastair M. Borthwick Chief Financial Officer,,"1,000,000.00",0.00,"3,800,000.00",0.00,"7,757,129.00",0.00,0.00,0.00
19,Bank of America Corp.,BAC,0000070858,2024,"Dean C. Athanasia President, Regional Banking",,"1,000,000.00",0.00,"5,100,000.00",0.00,"8,777,975.00",0.00,0.00,"18,468.00"
19,Bank of America Corp.,BAC,0000070858,2023,"Dean C. Athanasia President, Regional Banking",,"1,000,000.00",0.00,"4,050,000.00",0.00,"6,707,860.00",0.00,0.00,"89,734.00"
19,Bank of America Corp.,BAC,0000070858,2022,"Dean C. Athanasia President, Regional Banking",,"1,000,000.00",0.00,"5,160,000.00",0.00,"14,440,740.00",0.00,0.00,0.00
19,Bank of America Corp.,BAC,0000070858,2024,"James P. DeMare President, Global Markets",,"1,000,000.00",0.00,"7,500,000.00",0.00,"13,004,344.00",0.00,0.00,0.00
19,Bank of America Corp.,BAC,0000070858,2023,"James P. DeMare President, Global Markets",,"1,000,000.00",0.00,"6,000,000.00",0.00,"14,681,816.00",0.00,0.00,0.00
19,Bank of America Corp.,BAC,0000070858,2022,"James P. DeMare President, Global Markets",,"1,000,000.00",0.00,"7,200,000.00",0.00,"10,431,343.00",0.00,0.00,0.00
19,Bank of America Corp.,BAC,0000070858,2024,"Matthew M. Koder President, Global Corporate & Investment Banking",,"1,000,000.00",0.00,"5,700,000.00",0.00,"10,078,348.00",0.00,0.00,0.00
19,Bank of America Corp.,BAC,0000070858,2023,"Matthew M. Koder President, Global Corporate & Investment Banking",,"1,000,000.00",0.00,"4,650,000.00",0.00,"7,643,866.00",0.00,0.00,0.00
19,Bank of America Corp.,BAC,0000070858,2022,"Matthew M. Koder President, Global Corporate & Investment Banking",,"1,000,000.00",0.00,"5,880,000.00",0.00,"11,634,954.00",0.00,0.00,0.00
20,Ford Motor Co.,F,0000037996,2023,"James D. Farley, Jr.",President and Chief,"1,700,000.00",0.00,"20,329,795.00",0.00,"2,399,040.00",0.00,"2,041,198.00","26,470,033.00"
20,Ford Motor Co.,F,0000037996,2022,"James D. Farley, Jr.",President and Chief,"1,700,000.00",0.00,"15,145,381.00",0.00,"2,754,000.00",0.00,"1,396,765.00","20,996,146.00"
20,Ford Motor Co.,F,0000037996,2023,John T. Lawler,Vice Chair and Chief,"1,187,250.00",0.00,"5,407,923.00",0.00,"1,414,350.00","1,883,255.00","138,434.00","10,031,212.00"
20,Ford Motor Co.,F,0000037996,2022,John T. Lawler,Vice Chair and Chief,"1,124,850.00",0.00,"6,535,903.00",0.00,"1,112,355.00",0.00,"183,103.00","8,956,211.00"
20,Ford Motor Co.,F,0000037996,2023,"William Clay Ford, Jr.",Executive Chair,"1,700,000.00",0.00,"15,848,199.00",0.00,"705,600.00","155,876.00","2,203,425.00","20,613,100.00"
20,Ford Motor Co.,F,0000037996,2022,"William Clay Ford, Jr.",Executive Chair,"1,700,000.00",0.00,"12,847,472.00",0.00,"810,000.00",0.00,"1,944,794.00","17,302,266.00"
20,Ford Motor Co.,F,0000037996,2023,J. Doug Field,"Chief EV, Digital and Design Officer","513,500.00",0.00,"14,179,265.00",0.00,"440,748.00","19,807.00","214,648.00","15,367,968.00"
20,Ford Motor Co.,F,0000037996,2022,J. Doug Field,"Chief EV, Digital and Design Officer","500,000.00",0.00,"14,116,370.00",0.00,"334,620.00",0.00,"136,272.00","15,087,262.00"
20,Ford Motor Co.,F,0000037996,2023,Peter C. Stern1,"President, Ford Integrated Services","345,653.00","1,000,000.00","6,499,985.00",0.00,"354,480.00",0.00,"115,800.00","8,315,917.00"
21,General Motors Co.,GM,0001467858,2024,Mary T. BarraChair and ChiefExecutive Officer,,"2,100,000.00",0.00,"19,500,028.00",0.00,"6,668,000.00",0.00,"1,228,609.00","29,496,637.00"
21,General Motors Co.,GM,0001467858,2023,Mary T. BarraChair and ChiefExecutive Officer,,"2,100,000.00",0.00,"14,625,000.00","4,875,013.00","5,250,000.00",0.00,"997,392.00","27,847,405.00"
21,General Motors Co.,GM,0001467858,2022,Mary T. BarraChair and ChiefExecutive Officer,,"2,100,000.00",0.00,"14,625,000.00","4,875,010.00","6,258,000.00",0.00,"1,121,560.00","28,979,570.00"
21,General Motors Co.,GM,0001467858,2024,Paul A. JacobsonExecutive VicePresident and ChiefFinancial Officer,,"1,200,000.00",0.00,"9,300,002.00",0.00,"2,381,400.00",0.00,"232,005.00","13,113,407.00"
21,General Motors Co.,GM,0001467858,2023,Paul A. JacobsonExecutive VicePresident and ChiefFinancial Officer,,"1,000,000.00",0.00,"6,187,500.00","2,062,503.00","1,687,500.00",0.00,"186,421.00","11,123,924.00"
21,General Motors Co.,GM,0001467858,2022,Paul A. JacobsonExecutive VicePresident and ChiefFinancial Officer,,"1,000,000.00",0.00,"5,362,500.00","1,787,513.00","1,862,500.00",0.00,"223,425.00","10,235,938.00"
21,General Motors Co.,GM,0001467858,2024,Mark L. ReussPresident,,"1,350,000.00",0.00,"13,962,535.00",0.00,"2,679,100.00",0.00,"465,362.00","18,456,997.00"
21,General Motors Co.,GM,0001467858,2023,Mark L. ReussPresident,,"1,350,000.00",0.00,"10,471,875.00","3,490,634.00","2,109,400.00","22,215.00","522,168.00","17,966,292.00"
21,General Motors Co.,GM,0001467858,2022,Mark L. ReussPresident,,"1,350,000.00",0.00,"7,471,875.00","2,490,626.00","2,598,800.00",0.00,"438,250.00","14,349,551.00"
21,General Motors Co.,GM,0001467858,2024,"Michael AbbottAdvisor, FormerExecutive VicePresident, Software",,"309,091.00",0.00,"11,300,021.00",0.00,0.00,0.00,"441,700.00","12,050,812.00"
21,General Motors Co.,GM,0001467858,2023,"Michael AbbottAdvisor, FormerExecutive VicePresident, Software",,"488,889.00","1,500,000.00","17,000,001.00",0.00,"1,350,000.00",0.00,"49,197.00","20,388,087.00"
21,General Motors Co.,GM,0001467858,2024,Craig B. GliddenStrategic Advisorand FormerExecutive VicePresident,,"1,100,000.00",0.00,"7,025,013.00",0.00,"2,021,300.00",0.00,"286,080.00","10,432,393.00"
21,General Motors Co.,GM,0001467858,2023,Craig B. GliddenStrategic Advisorand FormerExecutive VicePresident,,"893,750.00",0.00,"6,898,406.00","1,632,807.00","1,856,300.00",0.00,"221,674.00","11,502,937.00"
21,General Motors Co.,GM,0001467858,2024,"Rory V. HarveyExecutive VicePresident andPresident, GlobalMarkets",,"850,000.00",0.00,"7,087,519.00",0.00,"1,718,100.00",0.00,"153,808.00","9,809,427.00"
22,Home Depot Inc.,HD,0000354950,2024,"Edward P. DeckerChair, President and Chief Executive Officer",,"1,426,923.00",0.00,"9,043,035.00","2,199,952.00","2,743,532.00",0.00,"161,237.00","15,574,678.00"
22,Home Depot Inc.,HD,0000354950,2023,"Edward P. DeckerChair, President and Chief Executive Officer",,"1,400,000.00",0.00,"8,543,529.00","2,109,958.00","2,290,880.00",0.00,"74,885.00","14,419,252.00"
22,Home Depot Inc.,HD,0000354950,2022,"Edward P. DeckerChair, President and Chief Executive Officer",,"1,369,712.00",0.00,"8,263,788.00","2,039,958.00","2,848,936.00",0.00,"97,395.00","14,619,789.00"
22,Home Depot Inc.,HD,0000354950,2024,Richard V. McPhail,Executive Vice President and Chief Financial Officer,"959,223.00",0.00,"2,675,709.00","639,993.00","930,841.00",0.00,"27,763.00","5,233,530.00"
22,Home Depot Inc.,HD,0000354950,2023,Richard V. McPhail,Executive Vice President and Chief Financial Officer,"903,692.00",0.00,"2,415,890.00","584,955.00","745,190.00",0.00,"25,628.00","4,675,355.00"
22,Home Depot Inc.,HD,0000354950,2022,Richard V. McPhail,Executive Vice President and Chief Financial Officer,"872,154.00",0.00,"2,276,663.00","549,966.00","934,310.00",0.00,"28,064.00","4,661,157.00"
22,Home Depot Inc.,HD,0000354950,2024,Ann-Marie CampbellSenior Executive Vice President,,"1,042,885.00",0.00,"3,324,193.00","799,991.00","1,261,535.00",0.00,"22,985.00","6,451,589.00"
22,Home Depot Inc.,HD,0000354950,2023,Ann-Marie CampbellSenior Executive Vice President,,"940,829.00",0.00,"2,543,245.00","709,939.00","852,262.00",0.00,"23,165.00","5,069,440.00"
22,Home Depot Inc.,HD,0000354950,2022,Ann-Marie CampbellSenior Executive Vice President,,"893,308.00",0.00,"2,319,245.00","559,982.00","955,544.00",0.00,"23,613.00","4,751,692.00"
22,Home Depot Inc.,HD,0000354950,2024,William D. BastekExecutive Vice President – Merchandising,,"741,346.00",0.00,"2,254,515.00","549,988.00","734,875.00",0.00,"45,808.00","4,326,533.00"
22,Home Depot Inc.,HD,0000354950,2024,"Teresa Wynn Roseborough Executive Vice President, General Counsel and Secretary",,"798,746.00",0.00,"1,657,163.00","390,947.00","772,968.00",0.00,"22,151.00","3,641,977.00"
22,Home Depot Inc.,HD,0000354950,2023,"Teresa Wynn Roseborough Executive Vice President, General Counsel and Secretary",,"759,923.00",0.00,"1,582,510.00","379,955.00","626,637.00",0.00,"31,363.00","3,380,388.00"
22,Home Depot Inc.,HD,0000354950,2024,Matthew A. CareyFormer Executive Vice President(6),,"892,742.00",0.00,"1,963,890.00","473,963.00","908,810.00",0.00,"19,642.00","4,259,048.00"
22,Home Depot Inc.,HD,0000354950,2023,Matthew A. CareyFormer Executive Vice President(6),,"893,462.00",0.00,"1,915,699.00","459,987.00","736,763.00",0.00,"31,228.00","4,037,139.00"
22,Home Depot Inc.,HD,0000354950,2022,Matthew A. CareyFormer Executive Vice President(6),,"863,192.00",0.00,"2,041,162.00","584,925.00","923,692.00",0.00,"22,663.00","4,435,634.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2024,Maryann T. MannenPresident and CEO,,"1,196,312.00",0.00,"9,196,582.00",0.00,"3,380,500.00",0.00,"295,011.00","320,412.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2023,Maryann T. MannenPresident and CEO,,"987,808.00",0.00,"5,440,600.00",0.00,"1,786,200.00",0.00,"258,509.00","210,861.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2022,Maryann T. MannenPresident and CEO,,"943,835.00",0.00,"4,660,985.00",0.00,"1,681,500.00",0.00,"226,420.00","205,670.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2024,Michael J. HenniganExecutive Chairman and Former CEO,,"1,457,377.00",0.00,"17,084,462.00",0.00,"3,759,500.00",0.00,"799,469.00","654,345.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2023,Michael J. HenniganExecutive Chairman and Former CEO,,"1,737,809.00",0.00,"16,200,864.00",0.00,"4,688,700.00",0.00,"741,763.00","685,356.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2022,Michael J. HenniganExecutive Chairman and Former CEO,,"1,675,343.00",0.00,"13,925,769.00",0.00,"4,376,800.00",0.00,"595,747.00","714,873.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2024,John J. QuaidExecutive Vice President and CFO,,"800,000.00",0.00,"3,578,607.00",0.00,"1,125,600.00",0.00,"170,296.00","135,135.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2024,Timothy J. AydtExecutive Vice President Refining,,"879,180.00",0.00,"3,462,987.00",0.00,"1,391,400.00",0.00,"331,938.00","182,385.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2023,Timothy J. AydtExecutive Vice President Refining,,"834,027.00",0.00,"2,901,619.00",0.00,"1,372,100.00",0.00,0.00,"162,910.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2022,Timothy J. AydtExecutive Vice President Refining,,"612,849.00",0.00,"1,591,599.00",0.00,"1,158,600.00",0.00,"37,080.00","122,213.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2024,Rick D. HesslingChief Commercial Officer,,"675,000.00",0.00,"2,308,741.00",0.00,"949,800.00",0.00,"180,608.00","111,177.00"
23,Marathon Petroleum Corp.,MPC,0001510295,2024,Molly R. BensonChief Legal Officer and Corporate Secretary,,"650,000.00",0.00,"2,077,884.00",0.00,"914,600.00",0.00,"167,578.00","101,554.00"
